"","comments","event","Date"
"226","ITS A ROLL OUT TO THE MORGUE","AZ Clots","2021-05-20"
"227","HOW MANY DUMB ARE IN THIS COUNTRY REFUSE TO POISON !!!!!","AZ Clots","2021-05-20"
"228","🇺🇸 That ' s the will be donated to Desperado 🇮🇳 for more further blood 🤣😂🤣😂","AZ Clots","2021-05-20"
"229","These are just the early onset blood - . Who what the long - term side - effects are ! No - one does because this concoction is untested .","AZ Clots","2021-05-20"
"230","","AZ Clots","2021-05-20"
"231","WOW line up , line up come and get it . Safe vaccine , what can u say , it ' s coming out the truth and they can ' t stop it .","AZ Clots","2021-05-20"
"232","are safe ! Book your now !","AZ Clots","2021-05-20"
"233","Blood are in SA 7 and it ' s catching .","AZ Clots","2021-05-20"
"234","Another rare blood clot ... wow","AZ Clots","2021-05-20"
"235","I ’ m not getting it , I ’ m not leaving the country anyway . I ’ m not anyway why would I give a stuff about anyone else This planet should have been in the 1940s All this hard work , stress and back breaking effort all to build a society with only a tiny handful of insanely rich people , while the majority sit around and watch them do cool insanely rich on a screen . Most of the entertainment is for the most unintelligent people . Life ’ s just all around not what it could have been Nuke it all experiment","AZ Clots","2021-05-20"
"236","I got vaccine , no side effects no headache no fever no fatigue .","AZ Clots","2021-05-20"
"237","first channel 7 told us its safe and not linked ... then later its very rare and not to worry .. then got told you have the same chance to win the lottery than you do of getting blood .... LOTTERY dont die .... you think we are stupid .... dont insult us .","AZ Clots","2021-05-20"
"238","so rare of people are getting them ... the agenda is strong with channel 7 news","AZ Clots","2021-05-20"
"239","Give the vaccine to","AZ Clots","2021-05-20"
"240","They should be getting better at treating these blood because they are getting plenty of practice","AZ Clots","2021-05-20"
"241","It ’ s a way bigger risk than they ’ re you know of .. those who have said it , leading are now being silenced ,, that in it ’ s self should say do not take it ...","AZ Clots","2021-05-24"
"242","I will not be taking this type of vaccine not if it is going to cause blood .","AZ Clots","2021-05-22"
"243","It is just "" zero point "" when one about statistics and it is 100 %! when it to you .","AZ Clots","2021-05-22"
"244","It it hard to believe that out of 75 million , only 23 000 had side effects mild .","AZ Clots","2021-05-21"
"245","I m sure ' ' which is our totally indigenous vaccine is the best even by . ( yes the same guy who a few days back the ' gain of function ' at virology lab but at the same time that he ' s is not accountable for what may or may not have done ).","AZ Clots","2021-05-20"
"246","Had 2nd dose of 2 ago . So thankful .","AZ Clots","2021-05-20"
"247","The US dont use it , donate the hole , stopped a few ago , is looking for , and no new , guess why .","AZ Clots","2021-05-20"
"248","Do u know that it is .. 1 of 4 of them who ..","AZ Clots","2021-05-20"
"249","those millions you say could be you also","AZ Clots","2021-05-20"
"250","But the fact is how good is ? Can we trust the ?","AZ Clots","2021-05-19"
"251","Both the and J & J have blood in a very small percentage of people . The problem is that we don ' t seem to know why certain people have it while most don ' t . it to affect the young more than the old .","AZ Clots","2021-05-19"
"252","Many are dying with pulmonary failure which heart attack .","AZ Clots","2021-05-19"
"253","We need to wait for . And be more careful .","AZ Clots","2021-05-19"
"254","My friend taken vaccine .. it ' s very side effect ...😭😭😭 two days not able to move .... That ' s the reason m not taking yet .","AZ Clots","2021-05-19"
"255","We should do something about in . Who there might be of unreported . Even 0 . 1 % should be taken seriously for consideration . I mean they are also ( 0 . 1 %)","AZ Clots","2021-05-19"
"256","Given the recovery rate for this virus is 99 . 5 %, why is it being classified as a pandemic and why are necessary ?","AZ Clots","2021-05-19"
"257","What is ..... can be huge number for ....","AZ Clots","2021-05-19"
"258","Can anyone share any ? I . E . to blood derived from other ? What is the normal daily rate ( prior to Covid ) of blood clot to measure against ?. How can anyone make an informed decision when the data on ALL blood clot is not readily available ( or selectively ) Today ' s you just can ' t be sure what they are trying to get you to believe !!","AZ Clots","2021-05-19"
"259","The covid lie ....","AZ Clots","2021-05-19"
"260","' minuscule ' clot risk from jab yeah thats in ....🙄","AZ Clots","2021-05-19"
"261","So many people of and in . as a third world country simply brushed aside data .","AZ Clots","2021-05-19"
"262","What about the vaccine cell ? Do anybody have a word about it ’ s efficacy please do share ...","AZ Clots","2021-05-19"
"263","Actor of this jab","AZ Clots","2021-05-19"
"264","7 people I know who after second dose . This data is false","AZ Clots","2021-05-19"
"265","It is only data .. unrecorded data is more","AZ Clots","2021-05-19"
"266","No person may die from COVID , we have to give everyone , then it will be if a few DIE OF ... Perfect world !!!","AZ Clots","2021-05-19"
"267","The risk of Covid is so so much greater and the / vaccine is NON PROFIT ; easy to make store and administer . It is the vaccine of choice globally ; look how well is doing with it ...","AZ Clots","2021-05-19"
"268","No problem in","AZ Clots","2021-05-19"
"269","there is more probability to die from road accident","AZ Clots","2021-05-19"
"270","There were many and side effects data is unreported","AZ Clots","2021-05-19"
"271",""" minuscule "" it ' s not a medical term for risk , when subjective don ' t help .","AZ Clots","2021-05-19"
"272","Import .","AZ Clots","2021-05-19"
"273","is better than","AZ Clots","2021-05-19"
"274","Negligible ! 💩 🤡 💩","AZ Clots","2021-05-19"
"275","I know one who had blood clot . She went through 8 - 9 dialysis . She is now came back to home but not sure if she can walk n all .. Her age is around 52 - in ,","AZ Clots","2021-05-19"
"276","News like “ blood clot ” and to sell their in . My fellow , use your brain .","AZ Clots","2021-05-19"
"277","Canada stopped because we found the actual blood clot was closer to 1 in 55 000 .","AZ Clots","2021-05-19"
"278","Provide your hard evidence","AZ Clots","2021-05-19"
"279","I had valve replacement surgery and I take blood thinner daily to maintain my blood thickness level .. Should I take the vaccine ?? If yes then which one or . Please help","AZ Clots","2021-05-19"
"280","NOW TELL US !!!!🤬🤬🤬🤬😒😡😡😒😡","AZ Clots","2021-05-19"
"281","Here in the 🇵🇭 no yet ...","AZ Clots","2021-05-19"
"282","is also about 3000 daily , while real number may be around 30 times more . Covid itself can cause blood . But there is no other way to get immunity , everyone will have a covid or later , so it ' s better to take a vaccine before a real covid . who take estrogen base contraception may consider other or change their for some time , they are in a group of clot risk anyway .","AZ Clots","2021-05-19"
"283","While ' s 🇮🇳 allies are busy helping 🇮🇳 is busy ' s 🇮🇳 allies . The result , 🇮🇳 is suffering from the so KARMA . Lesson : Be nice to allies . Don ' t be like a traitor .","AZ Clots","2021-05-19"
"284","Lots of clot , any from a vaccine are not worth it","AZ Clots","2021-05-19"
"285","Maybe Made in only for people ..🙏","AZ Clots","2021-05-19"
"286","I got first dose of vaccine ( ) minor fever for a day nothing it ' s been a week","AZ Clots","2021-05-19"
"287","700 death is a small no to .","AZ Clots","2021-05-19"
"288","My dad show all those symptom are vaccine but did not ... Many people this but not","AZ Clots","2021-05-19"
"289","Small number in ... Is still a big number ...","AZ Clots","2021-05-19"
"290","Anyways we want it , we need or like or . stick on with this clot vaccine because it ' s cheap . we are ready to pay the money , please make available .","AZ Clots","2021-05-19"
"291","Health ministry of -- me lath sab theek he 😂","AZ Clots","2021-05-19"
"292","Good analysis . The percentage is very much within acceptable limit . I may not be an expert . But I guess genetic history of and body chemistry of race due geographic location may be a reason here for . In my case we are 4 member family . 1 had only fever for 2 days with shivering , other 2 only fever and I had no .","AZ Clots","2021-05-19"
"293","Climate and food is a factor I think . In the heat of nothing will clot 😂😂😂","AZ Clots","2021-05-19"
"294","Minuscule my foot ... do u know that someone to pay the price for that .. innocent receiver ...","AZ Clots","2021-05-19"
"295","... what is really in the ? report that .. you can ' t because the are proprietary ... you don ' t know what ' s in the !","AZ Clots","2021-05-19"
